time,total_frp,total_cofire,total_co2fire,total_pm2p5fire,country
2021-06-29,3.0253744190558796,2.55819730704543e-07,4.23429317208956e-06,2.28646256181936e-08,Vietnam
2021-06-30,1.0769742205739001,8.05322841745948e-08,1.32267980834655e-06,7.177341724423639e-09,Vietnam
2021-05-01,1.59219097625464,1.35392892453012e-07,2.25441551471306e-06,1.2124299269417e-08,Cambodia
2021-05-02,0.47121828421950296,3.84547855780681e-08,6.30196860029741e-07,3.4542163782069802e-09,Cambodia
2021-05-03,1.39902075380087,8.41198419809785e-08,1.41956713939351e-06,7.46110723551241e-09,Cambodia
2021-05-04,1.51463020220399,1.20171204098796e-07,2.08549682767512e-06,1.0656257397323499e-08,Cambodia
2021-05-05,2.76145622134209,2.3353270672821198e-07,3.94360304767361e-06,2.08634666834517e-08,Cambodia
2021-05-06,2.17901866137981,1.86265364909843e-07,3.08601547516218e-06,1.66665934595023e-08,Cambodia
2021-05-07,1.11950926668942,1.04548946167071e-07,1.7249202883817799e-06,9.27457080579508e-09,Cambodia
2021-05-08,0.9848754853010179,7.89124230404781e-08,1.44880310770645e-06,6.94297476455663e-09,Cambodia
2021-05-09,0.551705883815885,5.0471904877724696e-08,8.445937282886009e-07,4.49048117440176e-09,Cambodia
2021-05-10,1.07707036845386,7.53072877390792e-08,1.49752964162531e-06,6.511197719882839e-09,Cambodia
2021-05-11,0.760973632335663,5.76821772568792e-08,1.07523278636279e-06,5.00861358984639e-09,Cambodia
2021-05-12,0.0556096117943525,4.005706877308061e-09,7.79624969027282e-08,3.62692702260414e-10,Cambodia
2021-05-13,0.48292557150125504,3.40485082350739e-08,6.30196860029741e-07,3.05698143188149e-09,Cambodia
2021-05-14,0.0,0.0,0.0,0.0,Cambodia
2021-05-15,0.59707160666585,2.76393770093364e-08,4.2229686059158704e-07,2.46976468443183e-09,Cambodia
2021-05-16,0.175609298050404,1.2017120631924198e-08,2.0789999410908398e-07,1.08807810678124e-09,Cambodia
2021-05-17,1.07707038149238,7.250329314700821e-08,1.50077809379923e-06,6.2003182171865795e-09,Cambodia
2021-05-18,0.115609455853701,8.01141375461611e-09,1.6242186973158802e-07,6.73572170262204e-10,Cambodia
2021-05-19,0.5458522364497179,2.9241660204348795e-08,6.10706234027703e-07,2.50430683135239e-09,Cambodia
2021-05-20,0.43316960334777793,2.8039948141156398e-08,5.94464040659659e-07,2.4179513946620496e-09,Cambodia
2021-05-21,0.5663399919867521,4.9670763058173894e-08,8.510905900038779e-07,4.404125703016961e-09,Cambodia
2021-05-22,0.638047121465206,4.76679113958767e-08,8.80326528118758e-07,4.21414393658726e-09,Cambodia
2021-05-23,0.310243096202612,2.2431958512925098e-08,4.45035919227621e-07,1.9516321891899204e-09,Cambodia
2021-05-24,0.26048712804913504,1.7625110260155502e-08,3.67073422324893e-07,1.51985515839392e-09,Cambodia
2021-05-25,0.21512139216065398,1.3218832695116599e-08,2.95607801348297e-07,1.12262027451848e-09,Cambodia
2021-05-26,0.0,0.0,0.0,0.0,Cambodia
2021-05-27,0.0,0.0,0.0,0.0,Cambodia
2021-05-28,0.266340772621334,2.4434811063400697e-08,3.89812487178176e-07,2.19342731824779e-09,Cambodia
2021-05-29,0.619022788479924,4.36622040744794e-08,7.893702793637659e-07,3.9032644269521005e-09,Cambodia
2021-05-30,0.497559676878154,3.80542148903373e-08,6.56184351299771e-07,3.33331869051268e-09,Cambodia
2021-05-31,1.24097237549722,7.89124252609241e-08,1.3935796570052602e-06,6.96024592128364e-09,Cambodia
2021-05-01,3.04828479420394,2.9241659427192696e-07,4.74271858408315e-06,2.62520438790159e-08,Laos
2021-05-02,0.28243828378617797,2.76393774534256e-08,4.4178748836998207e-07,2.45249359709376e-09,Laos
2021-05-03,3.07023592013866,2.8440518162753403e-07,4.70373736938257e-06,2.55266585993952e-08,Laos
2021-05-04,6.44925152882934,6.10870276362974e-07,9.9856965345424e-06,5.4835684104581604e-08,Laos
2021-05-05,16.9155656751245,1.6323254983241502e-06,2.6377311980851897e-05,1.46683296273209e-07,Laos
2021-05-06,6.96876237168908,6.737598781114679e-07,1.0875768499119e-05,6.0552412028958e-08,Laos
2021-05-07,0.646827597171068,6.248902595373809e-08,1.01676087638225e-06,5.647643713801999e-09,Laos
2021-05-08,7.26437140442431,7.02600963409239e-07,1.13273012800619e-05,6.29185499187446e-08,Laos
2021-05-09,4.52340291067958,4.3862488219303894e-07,7.04910911508705e-06,3.92571682245046e-08,Laos
2021-05-10,22.0638450132683,2.1354422541364203e-06,3.4423691683827e-05,1.91674464009028e-07,Laos
2021-05-11,5.94876500498503,5.76020631859464e-07,9.27753725754599e-06,5.17268889804745e-08,Laos
2021-05-12,8.94290366116911,8.664343686959342e-07,1.39650325632346e-05,7.78580357269076e-08,Laos
2021-05-13,1.1341433878988,1.09355796418242e-07,1.7703983878902801e-06,9.89632968628751e-09,Laos
2021-05-14,0.6643885225057601,6.44918785042137e-08,1.03625153258236e-06,5.75127007129694e-09,Laos
2021-05-15,0.340974719263613,3.24462254841507e-08,5.262468629751991e-07,2.93608385520949e-09,Laos
2021-05-16,0.788778431713581,7.6108428448407e-08,1.22790935819239e-06,6.85661930011072e-09,Laos
2021-05-17,6.3394957501441205,6.156771286125461e-07,9.89474020229864e-06,5.5163834299099004e-08,Laos
2021-05-18,0.777071145363152,7.45061465856622e-08,1.21491558857656e-06,6.683908530813461e-09,Laos
2021-05-19,9.226805210113529,8.95275444889876e-07,1.44068197656111e-05,8.02069015648499e-08,Laos
2021-05-20,1.08877767063677,1.0535008820866699e-07,1.6924358927639099e-06,9.44728157509234e-09,Laos
2021-05-21,0.430242788046598,4.12587801701392e-08,6.72426546444171e-07,3.730553671532629e-09,Laos
2021-05-22,0.5078035565093161,4.72673407081459e-08,7.633827845410221e-07,4.3523125381472705e-09,Laos
2021-05-23,11.7321647573262,1.13441616145238e-06,1.8308193361349398e-05,1.0188210822909e-07,Laos
2021-05-24,2.95462645217776,2.86808601313027e-07,4.6030358191728695e-06,2.5682097920531898e-08,Laos
2021-05-25,0.22097503393888498,2.12302464497327e-08,3.41085929278506e-07,1.91709004226936e-09,Laos
2021-05-26,0.0409755036234856,4.005706877308061e-09,6.49687450504643e-08,3.62692709199308e-10,Laos
2021-05-27,0.0,0.0,0.0,0.0,Laos
2021-05-28,0.362925875931978,3.4849649388490895e-08,5.68476544060559e-07,3.1606079420321e-09,Laos
2021-05-29,0.0190243404358625,2.0028534386540303e-09,2.92359363385231e-08,1.55439730531448e-10,Laos
2021-05-30,0.0204877518117428,2.0028534386540303e-09,3.24843725252322e-08,1.7271081786951498e-10,Laos
2021-05-31,0.282438293099403,2.7238806543650198e-08,4.4178748836998207e-07,2.45249354158261e-09,Laos
2021-05-01,4.8453531851992,4.6426141442346104e-07,7.4811514068073805e-06,4.1882372708856896e-08,Myanmar
2021-05-02,7.27168836537749,6.62543905960433e-07,1.06386324629781e-05,5.96715858912356e-08,Myanmar
2021-05-03,3.1316991522908197,2.99626863764502e-07,4.81418426634406e-06,2.68219894385135e-08,Myanmar
2021-05-04,9.092171451076869,8.09152757907938e-07,1.29645138340351e-05,7.2244934142679e-08,Myanmar
2021-05-05,7.55998024716973,6.801690068947151e-07,1.09407370638692e-05,6.11741707394475e-08,Myanmar
2021-05-06,23.743840456008897,2.26042034734419e-06,3.64214807220264e-05,2.0298701786103398e-07,Myanmar
2021-05-07,11.443872644566,1.09516023050205e-06,1.76455123286345e-05,9.835880973932401e-08,Myanmar
2021-05-08,10.9624105617404,1.06071115202333e-06,1.70997744275425e-05,9.52500141156165e-08,Myanmar
2021-05-09,5.25364492833614,4.3662203785821397e-07,6.98089200668051e-06,3.94298790146186e-08,Myanmar
2021-05-10,2.00194600876421,1.8586479644255897e-07,2.99830770966736e-06,1.68220332143199e-08,Myanmar
2021-05-11,11.2199707217515,1.02546093061484e-06,1.64923168828324e-05,9.210667772929779e-08,Myanmar
2021-05-12,3.77852674014866,3.24862820422211e-07,5.21699044853108e-06,2.9239941121139698e-08,Myanmar
2021-05-13,1.7678002612665302,1.6583626161192902e-07,2.68645773982001e-06,1.5025840790355803e-08,Myanmar
2021-05-14,0.756583403795958,5.648046608186519e-08,9.030656116237878e-07,5.02588470840948e-09,Myanmar
2021-05-15,2.98974830750376,2.90013167925096e-07,4.67450140817505e-06,2.6027519625659903e-08,Myanmar
2021-05-16,1.6068250797688999,1.30986611779349e-07,2.10823589696929e-06,1.16407088829318e-08,Myanmar
2021-05-17,3.3395034912973602,3.22859960100175e-07,5.2169905231380696e-06,2.9067230247758995e-08,Myanmar
2021-05-18,2.4877984309568997,2.3193042242297697e-07,3.72920616520389e-06,2.08116529287761e-08,Myanmar
2021-05-19,0.19609704986214604,1.88268221013033e-08,2.98856237535006e-07,1.7098370358459302e-09,Myanmar
2021-05-20,0.8458514567464591,7.93129937282089e-08,1.28962963863444e-06,7.150227653018871e-09,Myanmar
2021-05-21,0.5224376656115061,4.6466199110639604e-08,7.341468499788559e-07,4.1277884721413505e-09,Myanmar
2021-05-22,1.0126802930608398,9.65375344108566e-08,1.57874061201824e-06,8.808251711345251e-09,Myanmar
2021-05-23,1.18389937095344,1.14563214026475e-07,1.8418640195250197e-06,1.02762932746581e-08,Myanmar
2021-05-24,0.638047128915787,6.20884559321411e-08,9.97270294789132e-07,5.561288179967149e-09,Myanmar
2021-05-25,0.152194727212191,1.4821114779906002e-08,2.37135925118537e-07,1.3126021658482802e-09,Myanmar
2021-05-26,0.0,0.0,0.0,0.0,Myanmar
2021-05-27,1.5380448047071698,1.4901229117292303e-07,2.4038436841067298e-06,1.34023590558918e-08,Myanmar
2021-05-28,0.19902387727051998,1.9227392122900302e-08,3.08601546095133e-07,1.74437919664427e-09,Myanmar
2021-05-29,0.760973630473018,7.33044340783806e-08,1.18567967177796e-06,6.61482416064452e-09,Myanmar
2021-05-30,0.12146309763193101,1.16165495001042e-08,1.88409369883402e-07,1.0362648655837198e-09,Myanmar
2021-05-31,0.177072707563639,1.72245395724246e-08,2.79365616862037e-07,1.5543973469478401e-09,Myanmar
2021-05-01,0.264877365902066,2.0028533942451103e-08,3.18346858207974e-07,1.79619250029184e-09,Thailand
2021-05-02,0.6497543957084421,3.6051361895772496e-08,6.074577871828521e-07,3.2296922497509997e-09,Thailand
2021-05-03,1.2307285061106101,1.1296093216373e-07,1.835367114289e-06,1.01381245933008e-08,Thailand
2021-05-04,4.205842739902439,3.6331760511210105e-07,5.9738763917849295e-06,3.24350915986704e-08,Thailand
2021-05-05,1.34048433601856,1.24978051241342e-07,2.06275776548637e-06,1.11398475721725e-08,Thailand
2021-05-06,1.1136556230485402,1.0054324106612e-07,1.69893278822997e-06,8.99823365818619e-09,Thailand
2021-05-07,0.0658534877002239,6.409131003692889e-09,1.03950000607256e-07,5.69945701744956e-10,Thailand
2021-05-08,1.6770688146352801,1.28182616743189e-07,2.07250305805928e-06,1.221065450141e-08,Thailand
2021-05-09,0.30877969041466696,2.72388058775164e-08,4.6127810193752296e-07,2.52157782848483e-09,Thailand
2021-05-10,0.8736562551930551,6.24890252876042e-08,1.02000934631974e-06,5.8203544692214695e-09,Thailand
2021-05-11,0.6409739460796121,3.2446225706195304e-08,5.87967172727133e-07,2.95335497030313e-09,Thailand
2021-05-12,0.19902387633919696,1.92273930110787e-08,3.0860155320056e-07,1.72710819257293e-09,Thailand
2021-05-13,0.6380471196025611,3.6852502827144904e-08,5.8796717450349e-07,3.2124212318018796e-09,Thailand
2021-05-14,0.16682883352041197,6.80970146937909e-09,1.0394999705454199e-07,6.21758922125792e-10,Thailand
2021-05-15,0.882436731830239,5.728160767937139e-08,1.02650621958134e-06,5.094969082047871e-09,Thailand
2021-05-16,0.169755652546883,9.613696505539341e-09,1.7541561803113802e-07,8.980962501459191e-10,Thailand
2021-05-17,0.529754716902971,3.64519325835033e-08,5.97712482175439e-07,3.2987765852254804e-09,Thailand
2021-05-18,0.49170603789389095,3.08439425111828e-08,5.717249713654839e-07,2.6942886810488196e-09,Thailand
2021-05-19,0.0512193776667118,5.20741894050047e-09,8.12109348657941e-08,4.49048132011853e-10,Thailand
2021-05-20,0.11707286816090301,4.8068482527696704e-09,7.7962498679085e-08,4.3177705161268096e-10,Thailand
2021-05-21,0.351218599826097,2.12302460056435e-08,3.6057655350418795e-07,2.1761562829514198e-09,Thailand
2021-05-22,0.27951146475970695,1.3619403382847398e-08,2.0465155881055397e-07,1.1917046446874302e-09,Thailand
2021-05-23,0.8268271237611771,5.087247600954469e-08,9.2905309045932e-07,4.4559390066645205e-09,Thailand
2021-05-24,0.869266036897898,3.64519325835033e-08,6.88668709614149e-07,3.2296922497509997e-09,Thailand
2021-05-25,0.39658433198928794,1.5622256821501397e-08,3.6382497725640004e-07,1.27806006056108e-09,Thailand
2021-05-26,0.0497559681534767,1.2017120631924199e-09,1.9490624225682e-08,1.2089756973310299e-10,Thailand
2021-05-27,0.9585340823978191,3.12445131989136e-08,4.5153279781828793e-07,2.78064409692247e-09,Thailand
2021-05-28,0.190243406221271,1.0815408568731801e-08,1.65670307694654e-07,9.67180564803716e-10,Thailand
2021-05-29,0.244389612227678,1.00142671932701e-08,1.5267655584239e-07,8.80825155868958e-10,Thailand
2021-05-30,0.0,0.0,0.0,0.0,Thailand
2021-05-31,0.319023558869958,1.44205443142198e-08,2.40384368410673e-07,1.3126021901344e-09,Thailand
2021-04-01,10.5674882326275,7.76404327440527e-07,1.44227376770445e-05,6.874133237980139e-08,Cambodia
2021-04-02,8.35843255277723,6.95145809082032e-07,1.20634402209774e-05,6.17725768592425e-08,Cambodia
2021-04-03,2.26611979864538,1.8950433902653602e-07,3.35977396037634e-06,1.67761582924031e-08,Cambodia
2021-04-04,6.43179552815855,5.35890985364773e-07,9.46123883061034e-06,4.73875329046192e-08,Cambodia
2021-04-05,7.95608265139163,6.72903521570234e-07,1.1868636153877801e-05,5.9560476842190895e-08,Cambodia
2021-04-06,14.8008669139817,1.22540209329669e-06,2.12481051891089e-05,1.08687001426633e-07,Cambodia
2021-04-07,7.46958742477,6.328673808342339e-07,1.09162590966605e-05,5.61336397780776e-08,Cambodia
2021-04-08,2.17907296307385,1.58068563238523e-07,3.03750503860556e-06,1.37584957662917e-08,Cambodia
2021-04-09,0.6808998435735699,4.12223832291225e-08,7.768124508089609e-07,3.6314244875046403e-09,Cambodia
2021-04-10,3.0031164996326,2.12932889265272e-07,4.08848659816385e-06,1.8579084083703e-08,Cambodia
2021-04-11,1.8908511288464098,1.40274730608958e-07,2.70321112871841e-06,1.2160157575325e-08,Cambodia
2021-04-12,3.9577303687110494,3.2147527873061e-07,5.77679094604377e-06,2.84504210051884e-08,Cambodia
2021-04-13,3.3977289702743296,2.3398892284864898e-07,4.59593984736273e-06,2.01902088589612e-08,Cambodia
2021-04-14,0.5280842576175929,3.79601815536645e-08,7.479525585551981e-07,3.2861834503572496e-09,Cambodia
2021-04-15,1.85699960030615,1.31081248966325e-07,2.42423204355191e-06,1.15463955271955e-08,Cambodia
2021-04-16,1.38404501602054,8.86726095883361e-08,1.74842925559915e-06,7.64645020912003e-09,Cambodia
2021-04-17,1.6277762018144097,1.35529706957183e-07,2.35448728602705e-06,1.20706507428237e-08,Cambodia
2021-04-18,2.05624012835324,1.72896760408658e-07,3.0302900153600397e-06,1.5280113792315302e-08,Cambodia
2021-04-19,1.84539336711168,1.47985391607541e-07,2.66713626295711e-06,1.29912933188869e-08,Cambodia
2021-04-20,1.7167574539780601,1.36122835725505e-07,2.42182701626348e-06,1.20322904209602e-08,Cambodia
2021-04-21,1.65969337522984,1.2633622736846198e-07,2.39056216244649e-06,1.1009353748092602e-08,Cambodia
2021-04-22,0.34722023829817794,2.31319853272183e-08,4.13658632680836e-07,1.9947261134523103e-09,Cambodia
2021-04-23,0.192470271140337,1.00831729632489e-08,1.8277939872746198e-07,8.694959890975799e-10,Cambodia
2021-04-24,2.55337445437908,2.17084781373167e-07,3.81431748408545e-06,1.9180059290801997e-08,Cambodia
2021-04-25,1.5088121816515903,1.3256406872219602e-07,2.21740271655335e-06,1.1776556452236498e-08,Cambodia
2021-04-26,4.11634904518723,3.47276340573188e-07,6.12791985332706e-06,3.06113744630299e-08,Cambodia
2021-04-27,1.6064980700612101,1.1091490303982699e-07,2.2534775965255002e-06,9.51330925147431e-09,Cambodia
2021-04-28,0.125734347850084,1.0083173074271201e-08,1.87589385802767e-07,8.95069421358308e-10,Cambodia
2021-04-29,2.2728901486843798,1.4768882361515502e-07,3.13610971502953e-06,1.2556545289643702e-08,Cambodia
2021-04-30,1.10646225139499,8.659666139720909e-08,1.6113447003363001e-06,7.59530351807092e-09,Cambodia
2021-04-01,378.454582890496,3.63729706154836e-05,0.000588999398926759,3.26361491932714e-06,Laos
2021-04-02,207.70443687029203,2.00150983770131e-05,0.000323536370725463,1.7954836994613099e-06,Laos
2021-04-03,311.148986889049,3.0058531693244502e-05,0.000485183105139342,2.69794382765781e-06,Laos
2021-04-04,304.745239632204,2.9446423784440502e-05,0.000475240867833904,2.64319115215322e-06,Laos
2021-04-05,115.369968737476,1.1108987528929401e-05,0.00017970822463198,9.968132501786409e-07,Laos
2021-04-06,42.3347548702732,4.08279536001643e-06,6.597614809322751e-05,3.6644142196312597e-07,Laos
2021-04-07,10.513325689360501,9.753987015859171e-07,1.61543319947555e-05,8.70646820749776e-08,Laos
2021-04-08,33.1455083694309,3.13675647506395e-06,5.12744315646074e-05,2.80923931755828e-07,Laos
2021-04-09,10.8934304267168,1.0409393250698799e-06,1.69383592005801e-05,9.34580340963831e-08,Laos
2021-04-10,33.4637131756172,3.2263187785819303e-06,5.2094533483426597e-05,2.8961889290968197e-07,Laos
2021-04-11,134.55606116540702,1.30061067553089e-05,0.000209801890015626,1.16749018920503e-06,Laos
2021-04-12,41.8975860886276,3.99441933107703e-06,6.50165561246752e-05,3.58078916219695e-07,Laos
2021-04-13,74.75970837939529,7.195530166814729e-06,0.000116204407721199,6.4629127008442e-07,Laos
2021-04-14,51.7609623549506,5.00244004364436e-06,8.06658395546833e-05,4.48979608033695e-07,Laos
2021-04-15,242.745633442886,2.34931999381627e-05,0.000378762206816319,2.10903929460937e-06,Laos
2021-04-16,152.215933166444,1.4729143038017e-05,0.000237521827280318,1.32232441424351e-06,Laos
2021-04-17,46.5207416657358,4.5024332875342995e-06,7.258747079319509e-05,4.04354006333651e-07,Laos
2021-04-18,1.25444190297276,1.21591204549354e-07,1.96006858033115e-06,1.08942735665973e-08,Laos
2021-04-19,0.706046719104052,6.79131348935158e-08,1.09908139123149e-06,6.15040565699054e-09,Laos
2021-04-20,10.5442757830024,1.0189936017202e-06,1.6414071270176598e-05,9.156560105971768e-08,Laos
2021-04-21,40.3529877364635,3.90129822691598e-06,6.29314280082838e-05,3.50253452019444e-07,Laos
2021-04-22,297.823080150411,2.87963558161519e-05,0.00046453384259770303,2.58510115701271e-06,Laos
2021-04-23,167.926923865452,1.6209293812075e-05,0.000261771362687568,1.45429600576646e-06,Laos
2021-04-24,213.16130835562902,2.04709171490736e-05,0.000331725370008584,1.83642672435536e-06,Laos
2021-04-25,81.9246319774538,7.79785142268619e-06,0.000126639668188488,7.00519691865242e-07,Laos
2021-04-26,36.588695269078,3.51665482500874e-06,5.69261624008277e-05,3.1569098599137897e-07,Laos
2021-04-27,6.67359235882759,6.465093274066189e-07,1.04112108161303e-05,5.80004987371652e-08,Laos
2021-04-28,1.59972773492336,1.54806361507553e-07,2.49397680107677e-06,1.3911936547206202e-08,Laos
2021-04-29,1.40919186640531,9.37141947376929e-08,1.95766358856986e-06,7.95333118808195e-09,Laos
2021-04-30,0.799863893538713,7.17684662809859e-08,1.21692600174583e-06,6.40613986857552e-09,Laos
2021-04-01,129.883580983616,1.25544400555455e-05,0.00020243539862097,1.12730157906388e-06,Myanmar
2021-04-02,254.339304279536,2.43659874752389e-05,0.00039503678652152996,2.18560609942242e-06,Myanmar
2021-04-03,174.239755646326,1.66959550679802e-05,0.000270852614906225,1.4971314829109698e-06,Myanmar
2021-04-04,148.139239436015,1.4201259436075198e-05,0.000230364572967545,1.27333855368117e-06,Myanmar
2021-04-05,110.858038952574,1.0591780108093499e-05,0.000172096424892132,9.501034077402658e-07,Myanmar
2021-04-06,74.0410882178694,6.991494198693719e-06,0.000112414141462125,6.34156685844212e-07,Myanmar
2021-04-07,66.8210354121402,6.37434473677034e-06,0.000102633037286637,5.75184399186079e-07,Myanmar
2021-04-08,30.1375558823347,2.90929197555023e-06,4.6854055980816204e-05,2.61334696202709e-07,Myanmar
2021-04-09,51.861549240537,4.79395561925333e-06,7.70150620139631e-05,4.33456547724309e-07,Myanmar
2021-04-10,62.741438681259794,6.03952405275887e-06,9.73733197282556e-05,5.42744525607042e-07,Myanmar
2021-04-11,95.0019709616899,9.04223359521339e-06,0.00014710615235014,8.10664378934206e-07,Myanmar
2021-04-12,49.188243757002105,4.66198466750334e-06,7.59520550577264e-05,4.1845773976825794e-07,Myanmar
2021-04-13,148.80853441730102,1.42682828360441e-05,0.00023042229249181602,1.28260891439289e-06,Myanmar
2021-04-14,49.5702827749774,4.688378868883401e-06,7.59111705352922e-05,4.20669840527771e-07,Myanmar
2021-04-15,87.87283401750031,8.44851262832291e-06,0.0001364448218375,7.589293648455059e-07,Myanmar
2021-04-16,50.1854137144983,4.81768075122346e-06,7.78135192120999e-05,4.3263819876626604e-07,Myanmar
2021-04-17,9.006448052823538,8.64483798213023e-07,1.39224992423692e-05,7.75897328192388e-08,Myanmar
2021-04-18,13.766943675465901,1.32712350037201e-06,2.1404429633165e-05,1.19210460648722e-07,Myanmar
2021-04-19,10.478507026098699,9.81626551932457e-07,1.57887731973005e-05,8.80748315182367e-08,Myanmar
2021-04-20,60.321536581032,5.80464542104808e-06,9.35614081853942e-05,5.21211711589087e-07,Myanmar
2021-04-21,42.8821828514338,4.1044445603932705e-06,6.61661424476989e-05,3.6993219341974203e-07,Myanmar
2021-04-22,79.8287369348109,7.66765991172536e-06,0.00012371279326473,6.89714921835172e-07,Myanmar
2021-04-23,111.698525882326,1.0631223110513199e-05,0.00017146872187900902,9.5506464849876e-07,Myanmar
2021-04-24,98.6647098017856,9.380613068432629e-06,0.000151307672792811,8.465055136783191e-07,Myanmar
2021-04-25,78.1206846931018,7.469258657910589e-06,0.00012033377970865901,6.71954189297719e-07,Myanmar
2021-04-26,21.989970167167503,2.0216761750235803e-06,3.2614097712269106e-05,1.84524955662568e-07,Myanmar
2021-04-27,43.3947920678183,4.02377913238938e-06,6.471112215145071e-05,3.6731092021430296e-07,Myanmar
2021-04-28,11.3480083486065,1.07000258930956e-06,1.72005034286826e-05,9.63989772381768e-08,Myanmar
2021-04-29,14.8801763607189,1.40511981022717e-06,2.2604520703239897e-05,1.26831337231292e-07,Myanmar
2021-04-30,14.734131096862303,1.39355381845174e-06,2.2419336529466698e-05,1.26230362440527e-07,Myanmar
2021-04-01,11.534675671719,1.06407128813713e-06,1.72702480334408e-05,9.546554726250212e-08,Thailand
2021-04-02,10.7086975006387,9.181618734199759e-07,1.4903736172300302e-05,8.24486798695068e-08,Thailand
2021-04-03,5.61162061616778,4.7005380482412207e-07,7.73445465807043e-06,4.2132196467759e-08,Thailand
2021-04-04,4.31365530192852,3.76636172472189e-07,6.26740944298376e-06,3.3641823660168795e-08,Thailand
2021-04-05,2.3038401175290297,2.1056037863287398e-07,3.5185034592544197e-06,1.88220312391518e-08,Thailand
2021-04-06,0.790192008018494,3.1435774650034907e-08,6.32512920262229e-07,2.69799498020529e-09,Thailand
2021-04-07,0.552263943478465,2.2242293118424102e-08,4.28088601012178e-07,1.9307925813727398e-09,Thailand
2021-04-08,0.658654544502497,3.4994541209254506e-08,7.142826472517071e-07,3.0176626406031e-09,Thailand
2021-04-09,1.1441825628280602,4.62639699605472e-08,8.75417128121114e-07,4.07895924328661e-09,Thailand
2021-04-10,0.433299902826548,2.0462910033103302e-08,4.35303569190637e-07,1.73899201982852e-09,Thailand
2021-04-11,2.0330277010798503,1.3434345302876199e-07,2.1572778798884e-06,1.2096223973856498e-08,Thailand
2021-04-12,0.764077965170145,5.87196544166169e-08,9.49971909136593e-07,5.29369638402333e-09,Thailand
2021-04-13,1.7090199347585402,1.1299085095339802e-07,1.89753877588572e-06,1.01014979644876e-08,Thailand
2021-04-14,1.49914030730724,1.27819049511313e-07,2.05145821929875e-06,1.14952484336905e-08,Thailand
2021-04-15,3.19365240912884,2.72245666566029e-07,4.48050024726143e-06,2.4333101533713398e-08,Thailand
2021-04-16,5.5990473106503496,5.14538395612885e-07,8.477597289058279e-06,4.60832889973006e-08,Thailand
2021-04-17,5.0632255487144,4.83695749342594e-07,7.813819465241071e-06,4.33980807540424e-08,Thailand
2021-04-18,0.998137271031737,4.2705202651927003e-08,7.02257690221586e-07,3.77207826779413e-09,Thailand
2021-04-19,0.0261140558868647,5.93127824632944e-10,9.619968821539258e-09,6.39335320795631e-11,Thailand
2021-04-20,3.9238788504153503,2.6987316137372396e-07,4.34822571637739e-06,2.41157277793003e-08,Thailand
2021-04-21,7.56147028971463,7.274712732763259e-07,1.17243363533248e-05,6.53144940979122e-08,Thailand
2021-04-22,4.46260219346732,4.15782603624404e-07,6.83017753466686e-06,3.73116086915815e-08,Thailand
2021-04-23,13.6276686210185,1.3155574778433998e-06,2.1255320547197698e-05,1.18200309290328e-07,Thailand
2021-04-24,2.86480876244605,2.62459061817211e-07,4.3217707998977096e-06,2.36298331110496e-08,Thailand
2021-04-25,2.8232196848839504,2.14119143859826e-07,3.43913868494639e-06,1.9947261453712203e-08,Thailand
2021-04-26,0.36656398698687603,3.1139210932007404e-08,4.978333691951779e-07,2.85143546274735e-09,Thailand
2021-04-27,0.15668434277176901,1.1862556381636598e-08,1.87589376920982e-07,1.0612965714584802e-09,Thailand
2021-04-28,0.0270812436938286,5.93127824632944e-10,9.619968821539258e-09,6.39335320795631e-11,Thailand
2021-04-29,0.104456227272749,5.04158648162445e-09,9.860467642397448e-08,4.6032141293172997e-10,Thailand
2021-04-30,0.0,0.0,0.0,0.0,Thailand
2021-04-01,20.0681690284982,1.75892055717664e-06,2.83620717755895e-05,1.5882367642577901e-07,Vietnam
2021-04-02,11.0975069329143,9.60273938199752e-07,1.5459289108399302e-05,8.638698659191309e-08,Vietnam
2021-04-03,7.944476368837059,7.0137364557854e-07,1.1363587685053699e-05,6.335812877122929e-08,Vietnam
2021-04-04,7.01307502109557,5.69106143849529e-07,9.13896999144015e-06,5.16838659543606e-08,Vietnam
2021-04-05,4.679252111352981,4.09851324656429e-07,6.885492375374719e-06,3.66978467128409e-08,Vietnam
2021-04-06,7.74330142326653,4.928892198829971e-07,8.09760839803886e-06,4.5597394020269195e-08,Vietnam
2021-04-07,2.57852131873369,1.8268336821059e-07,3.29483911354345e-06,1.64948509434604e-08,Vietnam
2021-04-08,2.90349625144154,1.6548266179583498e-07,3.03269506929382e-06,1.4755858764037298e-08,Vietnam
2021-04-09,1.82991834823042,9.46038883342659e-08,1.62577465445679e-06,8.631026629513091e-09,Vietnam
2021-04-10,2.6694369260221698,1.45909443916015e-07,2.3809421936249502e-06,1.31319471755043e-08,Vietnam
2021-04-11,3.35613990202546,1.54509796651547e-07,2.43625699258843e-06,1.40909501601671e-08,Vietnam
2021-04-12,4.4442256083712,2.5504496536932203e-07,4.8099841825077794e-06,2.24662427064648e-08,Vietnam
2021-04-13,9.743444693274801,3.7871211530649e-07,5.87780070127053e-06,3.41660783692577e-08,Vietnam
2021-04-14,2.70522281061858,1.1892212903319399e-07,1.9432336184621603e-06,1.06641128080898e-08,Vietnam
2021-04-15,8.11953729111701,6.22487650508985e-07,9.97109723321898e-06,5.6325439864307596e-08,Vietnam
